houseid,hhsize,Age_U18,Age_1924,Age_2545,Age_4665,Age_U65,Age_U24,Male,pr_male,drvrcnt,numadlt,wrkcount,Pr_senior,Pr_adult,White,Black,Asian,AmIndian,Hawai,Mulrace,Other_race,Pr_white,HH_white,Work_hm,Pr_wrkhm,Home_own,Home_rent,Home_other,hhvehcnt,HH_veh,Veh_0,Veh_1,Veh_2,Veh_3,Veh_acces,Veh_avl,hhfaminc,Low_inc,Medium_inc,Hg_inc,Income_low,Urban_big,Rural_Big,wthhfin,BKSH,RDSH,NOSH,Sanjose,Newyork,Atlanta,Chicago,Low_BK,Low_RD,high_RD,Veh0_BK,Veh0_RD,Rural_BK,Rural_RD,N_BK,N_RD,C_BK,C_RD,C_RD_SEnior,INCLW_bk,INCLW_rd,VMTwt_HH,LN_VMTHH
30027020,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,04,1,0,0,1,1,0,2393.73462078391,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182.98625976727,7.07664221045032
30027043,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,2,1,02,1,0,0,1,1,0,1171.59209719706,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13048.9352784327,9.47653845323147
30027470,2,0,0,0,0,2,0,1,.5,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,1,1,09,0,1,0,0,1,0,63.94979243861,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6489.75102391632,8.77813352317508
30027636,2,0,0,2,0,0,0,1,.5,2,2,2,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,06,0,1,0,1,1,0,3052.75606665156,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1751.55050222182,7.46882743573851
30027712,2,0,0,2,0,0,0,1,.5,2,2,2,0,1,1,0,1,0,0,0,0,.5,0,0,0,0,1,0,1,1,0,1,0,0,.5,0,06,0,1,0,1,1,0,3852.87764815891,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,27825.9792990251,10.2337613074512
30027721,2,0,0,2,0,0,0,1,.5,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,1,11,0,0,1,0,1,0,504.27276731671,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19423.692148768,9.87430032691299
30027816,4,0,0,2,0,0,0,1,.25,2,2,1,0,.5,2,0,0,0,0,0,0,.5,0,0,0,0,1,0,2,2,0,0,1,0,1,1,08,0,1,0,0,1,0,17258.237402945,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62412.9138793205,11.0415435083367
30027864,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,3,0,0,0,1,3,1,10,0,0,1,0,1,0,100.91449918081,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328.80093421798,7.19278453649329
30027893,2,0,0,0,2,0,0,1,.5,2,2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,3,3,0,0,0,1,1.5,1,04,1,0,0,1,1,0,235.70821948165,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3672.00489143097,8.20876537754515
30027906,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,06,0,1,0,1,1,0,121.47135519014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12622.2185177122,9.44329313667901
30027977,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,09,0,1,0,0,1,0,321.1715693771,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948.00921304065,7.98922453293405
30028059,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,07,0,1,0,1,1,0,1534.27226934234,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11059.980070645,9.3111788851327
30028431,6,1,0,2,0,0,0,1,.166666666666667,4,3,3,0,.5,3,0,0,0,0,0,0,.5,0,0,0,1,0,0,3,3,0,0,0,1,.75,0,09,0,1,0,0,1,0,4868.4314329563,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59516.503535297,10.9940257253359
30028520,2,0,0,0,1,0,0,1,.5,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,.5,0,03,1,0,0,1,1,0,2113.58382740531,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21622.3439998113,9.98152875082443
30028523,4,0,0,2,0,0,0,1,.25,2,2,2,0,.5,2,0,0,0,0,0,0,.5,0,0,0,1,0,0,5,3,0,0,0,0,2.5,1,07,0,1,0,1,1,0,78.04229201978,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19049.4324140337,9.85484507919664
30028770,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,06,0,1,0,1,1,0,1372.90796728382,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.668111550575,6.6575849108655
30028893,2,0,0,0,1,0,0,0,0,1,1,1,0,.5,1,0,0,0,0,0,0,.5,0,0,0,1,0,0,2,2,0,0,1,0,2,1,06,0,1,0,1,1,0,484.87560208216,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10193.0549189065,9.22955997826104
30029013,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,08,0,1,0,0,1,0,3669.84529234638,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6235.30698908697,8.7381434574918
30029042,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,01,1,0,0,1,1,0,1211.39234609261,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31390.1231592425,10.3542804299937
30029414,3,0,0,0,2,0,0,1,.333333333333333,2,2,1,0,.666666666666667,2,0,0,0,0,0,0,.666666666666667,0,1,.333333333333333,1,0,0,2,2,0,0,1,0,1,1,11,0,0,1,0,1,0,808.04092400938,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57630.0223344289,10.9618162838956
30029809,5,0,0,0,1,1,0,0,0,1,2,0,.2,.4,2,0,0,0,0,0,0,.4,0,0,0,1,0,0,1,1,0,1,0,0,1,1,08,0,1,0,0,1,0,3156.85131344021,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16081.892199918,9.68551138973849
30029853,3,0,1,0,2,0,0,1,.333333333333333,3,3,1,0,1,2,0,1,0,0,0,0,.666666666666667,0,0,0,1,0,0,3,3,0,0,0,1,1,1,07,0,1,0,1,1,0,198.44106498692,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135727.697021543,11.8184132974636
30029972,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,02,1,0,0,1,1,0,222.48734359477,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619.60557598785,7.87116070592059
30030157,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,01,1,0,0,1,1,0,1480.73637167115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070.87015546475,7.63620693513427
30030388,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,06,0,1,0,1,1,0,587.57811885309,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7470.81927781836,8.9188937930287
30030538,4,0,1,0,2,0,0,1,.25,4,3,1,0,.75,3,0,0,0,0,0,0,.75,1,0,0,1,0,0,6,3,0,0,0,0,1.5,1,11,0,0,1,0,1,0,550.71617159284,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18454.2297556787,9.82310306489507
30030564,2,0,0,0,0,2,0,1,.5,2,2,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,1,1,08,0,1,0,0,1,0,39.44442255768,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20063.5629388602,9.90671050019915
30030579,2,0,0,0,0,2,0,1,.5,2,2,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,1,1,03,1,0,0,1,1,0,53.42615078145,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.24556815937,7.32991070437907
30030779,2,0,0,0,0,2,0,1,.5,2,2,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,3,3,0,0,0,1,1.5,1,07,0,1,0,1,1,0,39.27810859064,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20234.4418144489,9.91519089124254
30030799,2,0,0,0,2,0,0,1,.5,2,2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,4,3,0,0,0,0,2,1,03,1,0,0,1,1,0,420.53958081305,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5517.79613972767,8.61591502485688
30030822,3,0,0,2,0,0,0,1,.333333333333333,2,2,2,0,.666666666666667,2,0,0,0,0,0,0,.666666666666667,0,0,0,1,0,0,2,2,0,0,1,0,1,1,10,0,0,1,0,1,0,63.95065969503,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43198.5853805131,10.6735861765128
30030968,4,1,0,0,2,0,0,2,.5,2,2,2,0,.5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,1,1,07,0,1,0,1,1,0,190.41147065477,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24194.4335415967,10.0939191977111
30031120,3,0,2,0,1,0,0,2,.666666666666667,3,3,3,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0,4,3,0,0,0,0,1.33333333333333,1,10,0,0,1,0,1,0,298.27529409474,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89471.1483584818,11.4016826643075
30031147,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,04,1,0,0,1,1,0,1594.77831166674,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28694.9749579893,10.2645121465462
30031279,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,2,1,09,0,1,0,0,1,0,48.70753055666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11859.9288938316,9.3810049910557
30031349,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,04,1,0,0,1,1,0,9364.11885868044,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898.52430477439,7.54935876789954
30031400,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,07,0,1,0,1,1,0,1948.62410691422,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6631.02265867085,8.79966511337607
30031516,2,0,0,1,0,0,0,1,.5,2,2,2,0,1,1,0,0,0,0,0,0,.5,0,0,0,1,0,0,3,3,0,0,0,1,1.5,1,08,0,1,0,0,1,0,159.73781132479,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6801.71814183677,8.82507753803545
30031633,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,06,0,1,0,1,1,0,1067.04905324159,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24911.1154664651,10.1231095290368
30031702,2,0,0,2,0,0,0,1,.5,2,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,.5,0,07,0,1,0,1,1,0,790.4707448758,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24833.7010142731,10.1199971885833
30031741,4,1,0,0,2,0,0,1,.25,2,2,2,0,.5,3,0,0,0,0,0,0,.75,1,0,0,1,0,0,2,2,0,0,1,0,1,1,06,0,1,0,1,1,0,1261.93971849899,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37674.1152715926,10.5367550831209
30031786,2,0,0,2,0,0,0,1,.5,2,2,2,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,1,1,11,0,0,1,0,1,0,196.27369824729,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,30764.079031133,10.3341355280363
30031870,2,0,0,1,0,0,0,1,.5,2,2,2,0,1,1,0,0,0,0,0,0,.5,0,0,0,1,0,0,2,2,0,0,1,0,1,1,11,0,0,1,0,1,0,271.29939911906,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3847.31633805108,8.2553910168399
30031977,2,0,0,0,1,0,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,1,1,07,0,1,0,1,1,0,1627.11541342223,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6723.41454219802,8.81350014375814
30031992,3,0,0,1,1,0,0,1,.333333333333333,2,2,1,0,.666666666666667,2,0,0,0,0,0,0,.666666666666667,0,0,0,1,0,0,4,3,0,0,0,0,2,1,09,0,1,0,0,1,0,300.03110238591,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28491.7690139636,10.2574056152564
30032347,3,0,0,0,2,0,0,1,.333333333333333,2,2,1,0,.666666666666667,2,0,0,0,0,0,0,.666666666666667,0,0,0,1,0,0,2,2,0,0,1,0,1,1,08,0,1,0,0,1,0,1011.06380826064,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29383.7943125907,10.2882326192806
30032500,2,0,0,0,0,1,0,1,.5,2,2,0,.5,1,1,0,0,0,0,0,0,.5,0,0,0,1,0,0,2,2,0,0,1,0,1,1,07,0,1,0,1,1,0,618.8734140711,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533.92944132147,8.17044861810925
30032632,2,0,0,0,1,1,0,0,0,0,2,0,.5,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,05,0,1,0,1,1,0,2061.98996670261,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370.65319910688,7.77134254331838
30032736,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,02,1,0,0,1,1,0,126.5255431662,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157.20411817104,7.05462591045023
30032910,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,08,0,1,0,0,1,0,8969.58545659673,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15680.6674686868,9.66024763191656
30033405,4,0,0,2,2,0,0,1,.25,4,4,4,0,1,4,0,0,0,0,0,0,1,1,3,.75,1,0,0,3,3,0,0,0,1,.75,0,05,0,1,0,1,0,1,764.22279379703,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64722.7535063408,11.0778835461313
30033418,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,06,0,1,0,1,1,0,862.24068928396,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4130.61808173875,8.3264243965724
30033432,3,0,0,1,1,0,0,2,.666666666666667,3,3,1,0,1,2,0,0,0,0,0,0,.666666666666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,06,0,1,0,1,1,0,1036.79503913657,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5287.99799647571,8.57338409225625
30033477,2,0,0,0,0,2,0,1,.5,2,2,1,1,1,2,0,0,0,0,0,0,1,1,1,.5,1,0,0,2,2,0,0,1,0,1,1,09,0,1,0,0,1,0,431.28054475482,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31678.2828435434,10.3634182081577
30033630,2,0,0,0,1,0,0,1,.5,2,2,2,0,1,1,0,0,0,0,0,0,.5,0,1,.5,1,0,0,1,1,0,1,0,0,.5,0,11,0,0,1,0,1,0,2138.37574439282,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1775.60635161373,7.48246027948047
30033899,2,0,0,2,0,0,0,1,.5,2,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,1,1.5,1,06,0,1,0,1,1,0,693.57058466696,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14769.4972555299,9.60038704154842
30033907,4,0,0,0,2,0,0,1,.25,2,2,2,0,.5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,.5,0,07,0,1,0,1,1,0,3837.24474578914,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12967.4303378054,9.47027324745818
30033919,2,0,0,1,1,0,0,1,.5,2,2,2,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,1,1,06,0,1,0,1,1,0,1003.92712653623,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20920.536384703,9.94853435643359
30034034,2,0,0,0,0,2,0,1,.5,2,2,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,0,0,1,0,1,1,04,1,0,0,1,1,0,374.17246639521,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270.47263352366,8.35971392581092
30034083,5,1,0,0,2,1,0,2,.4,2,3,2,.2,.6,4,0,0,0,0,0,0,.8,1,0,0,0,1,0,2,2,0,0,1,0,1,1,07,0,1,0,1,1,0,3852.19805900689,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38714.5265444784,10.5639960012573
30034084,3,0,0,2,0,0,0,1,.333333333333333,2,2,2,0,.666666666666667,1,0,1,0,0,0,0,.333333333333333,0,0,0,1,0,0,1,1,0,1,0,0,.5,0,09,0,1,0,0,1,0,594.28841990929,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21706.7694955222,9.98542551671538
30034393,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,07,0,1,0,1,1,0,448.8494790952,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17017.8113025515,9.74207455847517
30034431,2,0,0,0,0,2,0,1,.5,2,2,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,1,1,07,0,1,0,1,1,0,38.30694988083,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4757.17641601943,8.46761976794339
30034681,4,1,0,1,1,0,0,1,.25,1,3,1,0,.75,3,0,0,0,0,0,0,.75,1,0,0,0,1,0,1,1,0,1,0,0,1,1,07,0,1,0,1,1,0,3856.20130385829,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32076.6637304966,10.3759152329724
30034717,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,02,1,0,0,1,1,0,214.63064763854,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72431.4497936866,11.1904096795317
30034785,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,2,1,11,0,0,1,0,1,0,1348.57457241288,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8190.73745622228,9.01088129796472
30034820,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,01,1,0,0,1,1,0,23.03500257071,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13576.3977520275,9.51616175918851
30035017,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,2,2,0,0,1,0,2,1,06,0,1,0,1,1,0,228.66109494958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19015.8687555115,9.85308169349877
30035091,3,0,0,2,0,0,0,1,.333333333333333,2,2,2,0,.666666666666667,2,0,0,0,0,0,0,.666666666666667,0,0,0,1,0,0,2,2,0,0,1,0,1,1,11,0,0,1,0,1,0,454.050726339,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20694.6171643541,9.93767722564463
30035111,4,0,0,0,2,0,0,1,.25,2,2,1,0,.5,2,0,0,0,0,0,0,.5,0,0,0,1,0,0,2,2,0,0,1,0,1,1,07,0,1,0,1,1,0,1163.64369923982,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43650.0956503821,10.6839836617633
30035112,3,0,0,2,0,0,0,1,.333333333333333,2,2,1,0,.666666666666667,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,1,1,06,0,1,0,1,1,0,643.31190368202,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39012.697458512,10.5716680803345
30035333,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,06,0,1,0,1,1,0,20.7621083047,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23551.472408976,10.0669860794531
30035345,2,0,0,0,1,1,0,1,.5,2,2,1,.5,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,1,1,09,0,1,0,0,1,0,431.28054475482,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14905.8185109624,9.60957400544368
30035414,2,0,0,2,0,0,0,1,.5,2,2,1,0,1,1,0,0,1,0,0,0,.5,0,0,0,0,1,0,1,1,0,1,0,0,.5,0,10,0,0,1,0,1,0,3852.10587189342,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19685.5100961675,9.88768891347428
30035768,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,04,1,0,0,1,1,0,790.54067607862,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4873.65129231434,8.4918038510919
30035931,3,1,0,0,2,0,0,2,.666666666666667,3,2,0,0,.666666666666667,3,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,.666666666666667,0,03,1,0,0,1,1,0,31.36497624754,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7537.77104557849,8.92781445641489
30036027,3,0,0,0,0,2,0,1,.333333333333333,2,3,0,.666666666666667,1,2,0,0,0,0,0,0,.666666666666667,0,0,0,1,0,0,1,1,0,1,0,0,.5,0,10,0,0,1,0,1,0,836.8638906629,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618.48929542763,7.38986612878875
30036092,2,0,0,0,0,2,0,1,.5,2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,0,0,3.5,1,11,0,0,1,0,1,0,1002.37206854537,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53740.4810342176,10.891940441042
30036253,4,0,0,4,0,0,0,3,.75,3,4,4,0,1,4,0,0,0,0,0,0,1,1,0,0,0,1,0,3,3,0,0,0,1,1,1,11,0,0,1,0,1,0,1062.36700915906,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44467.4592457344,10.7025354358556
30036344,2,0,0,2,0,0,0,1,.5,2,2,2,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,.5,0,09,0,1,0,0,1,0,144.03321592502,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14251.0968044032,9.5646593190408
30036469,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,04,1,0,0,1,0,1,212.0614273194,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8222.88861336882,9.01479844350897
30036789,2,0,1,0,1,0,0,1,.5,1,2,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,0,0,1,0,2,1,03,1,0,0,1,0,1,221.91120962903,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40070.7545250469,10.5984269891714
30036906,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,2,1,06,0,1,0,1,1,0,15.26157475856,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19467.9415621486,9.87657573438976
30036979,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,05,0,1,0,1,1,0,1304.8040745747,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092.61990936932,6.99724849059271
30037064,4,0,0,2,0,0,0,1,.25,1,2,1,0,.5,2,0,0,0,0,0,0,.5,0,0,0,0,1,0,1,1,0,1,0,0,1,1,07,0,1,0,1,1,0,3840.61853339434,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24817.0307906898,10.1193257159934
